0 1000 0
2 999 0.12
4 999 0.24
6 999 0.36
8 999 0.48
10 999 0.6
12 999 0.72
14 999 0.84
16 999 0.96
18 999 1.08
20 999 1.2
23 999 1.32
25 999 1.44
27 999 1.56
29 999 1.68
31 999 1.8
33 999 1.92
35 999 2.04
37 999 2.16
39 999 2.28
41 999 2.4
43 999 2.52
46 998 2.64
48 998 2.76
50 998 2.88
52 998 3
54 998 3.12
56 998 3.24
58 998 3.36
60 998 3.48
62 998 3.6
64 997 3.72
66 997 3.84
69 997 3.96
71 997 4.08
73 997 4.2
75 997 4.32
77 996 4.44
79 996 4.56
81 996 4.68
83 996 4.8
85 996 4.92
87 996 5.04
89 995 5.16
92 995 5.28
94 995 5.4
96 995 5.52
98 995 5.64
100 994 5.76
102 994 5.88
104 994 6
106 994 6.12
108 994 6.24
110 993 6.36
112 993 6.48
114 993 6.6
117 993 6.72
119 992 6.84
121 992 6.96
123 992 7.08
125 992 7.2
127 991 7.32
129 991 7.44
131 991 7.56
133 991 7.68
135 990 7.8
137 990 7.92
139 990 8.04
141 989 8.16
144 989 8.28
146 989 8.4
148 988 8.52
150 988 8.64
152 988 8.76
154 988 8.88
156 987 9
158 987 9.12
160 987 9.24
162 986 9.36
164 986 9.48
166 985 9.6
168 985 9.72
170 985 9.84
172 984 9.96
175 984 10.08
177 984 10.2
179 983 10.32
181 983 10.44
183 983 10.56
185 982 10.68
187 982 10.8
189 981 10.92
191 981 11.04
193 981 11.16
195 980 11.28
197 980 11.4
199 979 11.52
201 979 11.64
203 979 11.76
205 978 11.88
207 978 12
209 977 12.12
212 977 12.24
214 976 12.36
216 976 12.48
218 975 12.6
220 975 12.72
222 974 12.84
224 974 12.96
226 974 13.08
228 973 13.2
230 973 13.32
232 972 13.44
234 972 13.56
236 971 13.68
238 971 13.8
240 970 13.92
242 970 14.04
244 969 14.16
246 969 14.28
248 968 14.4
250 968 14.52
252 967 14.64
254 967 14.76
256 966 14.88
258 965 15
260 965 15.12
262 964 15.24
264 964 15.36
266 963 15.48
268 963 15.6
270 962 15.72
272 962 15.84
274 961 15.96
276 960 16.08
278 960 16.2
281 959 16.32
283 959 16.44
285 958 16.56
287 957 16.68
289 957 16.8
291 956 16.92
293 956 17.04
295 955 17.16
297 954 17.28
299 954 17.4
301 953 17.52
303 952 17.64
305 952 17.76
307 951 17.88
309 951 18
311 950 18.12
312 949 18.24
314 949 18.36
316 948 18.48
318 947 18.6
320 947 18.72
322 946 18.84
324 945 18.96
326 945 19.08
328 944 19.2
330 943 19.32
332 942 19.44
334 942 19.56
336 941 19.68
338 940 19.8
340 940 19.92
342 939 20.04
344 938 20.16
346 938 20.28
348 937 20.4
350 936 20.52
352 935 20.64
354 935 20.76
356 934 20.88
358 933 21
360 932 21.12
362 932 21.24
364 931 21.36
366 930 21.48
368 929 21.6
370 929 21.72
372 928 21.84
373 927 21.96
375 926 22.08
377 925 22.2
379 925 22.32
381 924 22.44
383 923 22.56
385 922 22.68
387 921 22.8
389 921 22.92
391 920 23.04
393 919 23.16
395 918 23.28
397 917 23.4
399 916 23.52
400 916 23.64
402 915 23.76
404 914 23.88
406 913 24
408 912 24.12
410 911 24.24
412 910 24.36
414 910 24.48
416 909 24.6
418 908 24.72
420 907 24.84
421 906 24.96
423 905 25.08
425 904 25.2
427 903 25.32
429 903 25.44
431 902 25.56
433 901 25.68
435 900 25.8
437 899 25.92
438 898 26.04
440 897 26.16
442 896 26.28
444 895 26.4
446 894 26.52
448 893 26.64
450 892 26.76
452 891 26.88
453 891 27
455 890 27.12
457 889 27.24
459 888 27.36
461 887 27.48
463 886 27.6
465 885 27.72
467 884 27.84
468 883 27.96
470 882 28.08
472 881 28.2
474 880 28.32
476 879 28.44
478 878 28.56
479 877 28.68
481 876 28.8
483 875 28.92
485 874 29.04
487 873 29.16
489 872 29.28
490 871 29.4
492 870 29.52
494 869 29.64
496 868 29.76
498 867 29.88
500 866 30
501 864 30.12
503 863 30.24
505 862 30.36
507 861 30.48
509 860 30.6
510 859 30.72
512 858 30.84
514 857 30.96
516 856 31.08
518 855 31.2
519 854 31.32
521 853 31.44
523 852 31.56
525 850 31.68
526 849 31.8
528 848 31.92
530 847 32.04
532 846 32.16
534 845 32.28
535 844 32.4
537 843 32.52
539 842 32.64
541 840 32.76
542 839 32.88
544 838 33
546 837 33.12
548 836 33.24
549 835 33.36
551 834 33.48
553 832 33.6
555 831 33.72
556 830 33.84
558 829 33.96
560 828 34.08
562 827 34.2
563 825 34.32
565 824 34.44
567 823 34.56
568 822 34.68
570 821 34.8
572 819 34.92
574 818 35.04
575 817 35.16
577 816 35.28
579 815 35.4
580 813 35.52
582 812 35.64
584 811 35.76
586 810 35.88
587 809 36
589 807 36.12
591 806 36.24
592 805 36.36
594 804 36.48
596 802 36.6
597 801 36.72
599 800 36.84
601 799 36.96
602 797 37.08
604 796 37.2
606 795 37.32
607 793 37.44
609 792 37.56
611 791 37.68
612 790 37.8
614 788 37.92
616 787 38.04
617 786 38.16
619 784 38.28
621 783 38.4
622 782 38.52
624 781 38.64
626 779 38.76
627 778 38.88
629 777 39
630 775 39.12
632 774 39.24
634 773 39.36
635 771 39.48
637 770 39.6
639 769 39.72
640 767 39.84
642 766 39.96
643 765 40.08
645 763 40.2
647 762 40.32
648 761 40.44
650 759 40.56
651 758 40.68
653 756 40.8
655 755 40.92
656 754 41.04
658 752 41.16
659 751 41.28
661 750 41.4
662 748 41.52
664 747 41.64
666 745 41.76
667 744 41.88
669 743 42
670 741 42.12
672 740 42.24
673 738 42.36
675 737 42.48
676 736 42.6
678 734 42.72
679 733 42.84
681 731 42.96
683 730 43.08
684 728 43.2
686 727 43.32
687 726 43.44
689 724 43.56
690 723 43.68
692 721 43.8
693 720 43.92
695 718 44.04
696 717 44.16
698 715 44.28
699 714 44.4
701 713 44.52
702 711 44.64
704 710 44.76
705 708 44.88
707 707 45
708 705 45.12
710 704 45.24
711 702 45.36
713 701 45.48
714 699 45.6
715 698 45.72
717 696 45.84
718 695 45.96
720 693 46.08
721 692 46.2
723 690 46.32
724 689 46.44
726 687 46.56
727 686 46.68
728 684 46.8
730 683 46.92
731 681 47.04
733 679 47.16
734 678 47.28
736 676 47.4
737 675 47.52
738 673 47.64
740 672 47.76
741 670 47.88
743 669 48
744 667 48.12
745 666 48.24
747 664 48.36
748 662 48.48
750 661 48.6
751 659 48.72
752 658 48.84
754 656 48.96
755 655 49.08
756 653 49.2
758 651 49.32
759 650 49.44
761 648 49.56
762 647 49.68
763 645 49.8
765 643 49.92
766 642 50.04
767 640 50.16
769 639 50.28
770 637 50.4
771 635 50.52
773 634 50.64
774 632 50.76
775 630 50.88
777 629 51
778 627 51.12
779 626 51.24
781 624 51.36
782 622 51.48
783 621 51.6
784 619 51.72
786 617 51.84
787 616 51.96
788 614 52.08
790 612 52.2
791 611 52.32
792 609 52.44
793 607 52.56
795 606 52.68
796 604 52.8
797 602 52.92
799 601 53.04
800 599 53.16
801 597 53.28
802 596 53.4
804 594 53.52
805 592 53.64
806 591 53.76
807 589 53.88
809 587 54
810 586 54.12
811 584 54.24
812 582 54.36
813 580 54.48
815 579 54.6
816 577 54.72
817 575 54.84
818 574 54.96
819 572 55.08
821 570 55.2
822 568 55.32
823 567 55.44
824 565 55.56
825 563 55.68
827 562 55.8
828 560 55.92
829 558 56.04
830 556 56.16
831 555 56.28
832 553 56.4
834 551 56.52
835 549 56.64
836 548 56.76
837 546 56.88
838 544 57
839 542 57.12
840 541 57.24
842 539 57.36
843 537 57.48
844 535 57.6
845 534 57.72
846 532 57.84
847 530 57.96
848 528 58.08
849 526 58.2
850 525 58.32
852 523 58.44
853 521 58.56
854 519 58.68
855 518 58.8
856 516 58.92
857 514 59.04
858 512 59.16
859 510 59.28
860 509 59.4
861 507 59.52
862 505 59.64
863 503 59.76
864 501 59.88
866 499 60
867 498 60.12
868 496 60.24
869 494 60.36
870 492 60.48
871 490 60.6
872 489 60.72
873 487 60.84
874 485 60.96
875 483 61.08
876 481 61.2
877 479 61.32
878 478 61.44
879 476 61.56
880 474 61.68
881 472 61.8
882 470 61.92
883 468 62.04
884 467 62.16
885 465 62.28
886 463 62.4
887 461 62.52
888 459 62.64
889 457 62.76
890 455 62.88
891 453 63
891 452 63.12
892 450 63.24
893 448 63.36
894 446 63.48
895 444 63.6
896 442 63.72
897 440 63.84
898 438 63.96
899 437 64.08
900 435 64.2
901 433 64.32
902 431 64.44
903 429 64.56
903 427 64.68
904 425 64.8
905 423 64.92
906 421 65.04
907 420 65.16
908 418 65.28
909 416 65.4
910 414 65.52
910 412 65.64
911 410 65.76
912 408 65.88
913 406 66
914 404 66.12
915 402 66.24
916 400 66.36
916 399 66.48
917 397 66.6
918 395 66.72
919 393 66.84
920 391 66.96
921 389 67.08
921 387 67.2
922 385 67.32
923 383 67.44
924 381 67.56
925 379 67.68
925 377 67.8
926 375 67.92
927 373 68.04
928 372 68.16
929 370 68.28
929 368 68.4
930 366 68.52
931 364 68.64
932 362 68.76
932 360 68.88
933 358 69
934 356 69.12
935 354 69.24
935 352 69.36
936 350 69.48
937 348 69.6
938 346 69.72
938 344 69.84
939 342 69.96
940 340 70.08
940 338 70.2
941 336 70.32
942 334 70.44
942 332 70.56
943 330 70.68
944 328 70.8
945 326 70.92
945 324 71.04
946 322 71.16
947 320 71.28
947 318 71.4
948 316 71.52
949 314 71.64
949 312 71.76
950 311 71.88
951 309 72
951 307 72.12
952 305 72.24
952 303 72.36
953 301 72.48
954 299 72.6
954 297 72.72
955 295 72.84
956 293 72.96
956 291 73.08
957 289 73.2
957 287 73.32
958 285 73.44
959 283 73.56
959 281 73.68
960 278 73.8
960 276 73.92
961 274 74.04
962 272 74.16
962 270 74.28
963 268 74.4
963 266 74.52
964 264 74.64
964 262 74.76
965 260 74.88
965 258 75
966 256 75.12
967 254 75.24
967 252 75.36
968 250 75.48
968 248 75.6
969 246 75.72
969 244 75.84
970 242 75.96
970 240 76.08
971 238 76.2
971 236 76.32
972 234 76.44
972 232 76.56
973 230 76.68
973 228 76.8
974 226 76.92
974 224 77.04
974 222 77.16
975 220 77.28
975 218 77.4
976 216 77.52
976 214 77.64
977 212 77.76
977 209 77.88
978 207 78
978 205 78.12
979 203 78.24
979 201 78.36
979 199 78.48
980 197 78.6
980 195 78.72
981 193 78.84
981 191 78.96
981 189 79.08
982 187 79.2
982 185 79.32
983 183 79.44
983 181 79.56
983 179 79.68
984 177 79.8
984 175 79.92
984 172 80.04
985 170 80.16
985 168 80.28
985 166 80.4
986 164 80.52
986 162 80.64
987 160 80.76
987 158 80.88
987 156 81
988 154 81.12
988 152 81.24
988 150 81.36
988 148 81.48
989 146 81.6
989 144 81.72
989 141 81.84
990 139 81.96
990 137 82.08
990 135 82.2
991 133 82.32
991 131 82.44
991 129 82.56
991 127 82.68
992 125 82.8
992 123 82.92
992 121 83.04
992 119 83.16
993 117 83.28
993 114 83.4
993 112 83.52
993 110 83.64
994 108 83.76
994 106 83.88
994 104 84
994 102 84.12
994 100 84.24
995 98 84.36
995 96 84.48
995 94 84.6
995 92 84.72
995 89 84.84
996 87 84.96
996 85 85.08
996 83 85.2
996 81 85.32
996 79 85.44
996 77 85.56
997 75 85.68
997 73 85.8
997 71 85.92
997 69 86.04
997 66 86.16
997 64 86.28
998 62 86.4
998 60 86.52
998 58 86.64
998 56 86.76
998 54 86.88
998 52 87
998 50 87.12
998 48 87.24
998 46 87.36
999 43 87.48
999 41 87.6
999 39 87.72
999 37 87.84
999 35 87.96
999 33 88.08
999 31 88.2
999 29 88.32
999 27 88.44
999 25 88.56
999 23 88.68
999 20 88.8
999 18 88.92
999 16 89.04
999 14 89.16
999 12 89.28
999 10 89.4
999 8 89.52
999 6 89.64
999 4 89.76
999 2 89.88
1000 0 90
999 -2 90.12
999 -4 90.24
999 -6 90.36
999 -8 90.48
999 -10 90.6
999 -12 90.72
999 -14 90.84
999 -16 90.96
999 -18 91.08
999 -20 91.2
999 -23 91.32
999 -25 91.44
999 -27 91.56
999 -29 91.68
999 -31 91.8
999 -33 91.92
999 -35 92.04
999 -37 92.16
999 -39 92.28
999 -41 92.4
999 -43 92.52
998 -46 92.64
998 -48 92.76
998 -50 92.88
998 -52 93
998 -54 93.12
998 -56 93.24
998 -58 93.36
998 -60 93.48
998 -62 93.6
997 -64 93.72
997 -66 93.84
997 -69 93.96
997 -71 94.08
997 -73 94.2
997 -75 94.32
996 -77 94.44
996 -79 94.56
996 -81 94.68
996 -83 94.8
996 -85 94.92
996 -87 95.04
995 -89 95.16
995 -92 95.28
995 -94 95.4
995 -96 95.52
995 -98 95.64
994 -100 95.76
994 -102 95.88
994 -104 96
994 -106 96.12
994 -108 96.24
993 -110 96.36
993 -112 96.48
993 -114 96.6
993 -117 96.72
992 -119 96.84
992 -121 96.96
992 -123 97.08
992 -125 97.2
991 -127 97.32
991 -129 97.44
991 -131 97.56
991 -133 97.68
990 -135 97.8
990 -137 97.92
990 -139 98.04
989 -141 98.16
989 -144 98.28
989 -146 98.4
988 -148 98.52
988 -150 98.64
988 -152 98.76
988 -154 98.88
987 -156 99
987 -158 99.12
987 -160 99.24
986 -162 99.36
986 -164 99.48
985 -166 99.6
985 -168 99.72
985 -170 99.84
984 -172 99.96
984 -175 100.08
984 -177 100.2
983 -179 100.32
983 -181 100.44
983 -183 100.56
982 -185 100.68
982 -187 100.8
981 -189 100.92
981 -191 101.04
981 -193 101.16
980 -195 101.28
980 -197 101.4
979 -199 101.52
979 -201 101.64
979 -203 101.76
978 -205 101.88
978 -207 102
977 -209 102.12
977 -212 102.24
976 -214 102.36
976 -216 102.48
975 -218 102.6
975 -220 102.72
974 -222 102.84
974 -224 102.96
974 -226 103.08
973 -228 103.2
973 -230 103.32
972 -232 103.44
972 -234 103.56
971 -236 103.68
971 -238 103.8
970 -240 103.92
970 -242 104.04
969 -244 104.16
969 -246 104.28
968 -248 104.4
968 -250 104.52
967 -252 104.64
967 -254 104.76
966 -256 104.88
965 -258 105
965 -260 105.12
964 -262 105.24
964 -264 105.36
963 -266 105.48
963 -268 105.6
962 -270 105.72
962 -272 105.84
961 -274 105.96
960 -276 106.08
960 -278 106.2
959 -281 106.32
959 -283 106.44
958 -285 106.56
957 -287 106.68
957 -289 106.8
956 -291 106.92
956 -293 107.04
955 -295 107.16
954 -297 107.28
954 -299 107.4
953 -301 107.52
952 -303 107.64
952 -305 107.76
951 -307 107.88
951 -309 108
950 -311 108.12
949 -312 108.24
949 -314 108.36
948 -316 108.48
947 -318 108.6
947 -320 108.72
946 -322 108.84
945 -324 108.96
945 -326 109.08
944 -328 109.2
943 -330 109.32
942 -332 109.44
942 -334 109.56
941 -336 109.68
940 -338 109.8
940 -340 109.92
939 -342 110.04
938 -344 110.16
938 -346 110.28
937 -348 110.4
936 -350 110.52
935 -352 110.64
935 -354 110.76
934 -356 110.88
933 -358 111
932 -360 111.12
932 -362 111.24
931 -364 111.36
930 -366 111.48
929 -368 111.6
929 -370 111.72
928 -372 111.84
927 -373 111.96
926 -375 112.08
925 -377 112.2
925 -379 112.32
924 -381 112.44
923 -383 112.56
922 -385 112.68
921 -387 112.8
921 -389 112.92
920 -391 113.04
919 -393 113.16
918 -395 113.28
917 -397 113.4
916 -399 113.52
916 -400 113.64
915 -402 113.76
914 -404 113.88
913 -406 114
912 -408 114.12
911 -410 114.24
910 -412 114.36
910 -414 114.48
909 -416 114.6
908 -418 114.72
907 -420 114.84
906 -421 114.96
905 -423 115.08
904 -425 115.2
903 -427 115.32
903 -429 115.44
902 -431 115.56
901 -433 115.68
900 -435 115.8
899 -437 115.92
898 -438 116.04
897 -440 116.16
